year,region,crop,district,area_ha,production_ton,yield_kgha,source
2005,Костанайская область,Ячмень,Сарыкольский,7400.0,11700.0,1570.0,stat_gov_kz_real
2006,Костанайская область,Ячмень,Сарыкольский,8900.0,16080.000000000002,1810.0000000000002,stat_gov_kz_real
2007,Костанайская область,Ячмень,Сарыкольский,9700.0,15600.0,1610.0000000000002,stat_gov_kz_real
2008,Костанайская область,Ячмень,Сарыкольский,8400.0,11245.150000000001,1340.0,stat_gov_kz_real
2009,Костанайская область,Ячмень,Сарыкольский,7700.0,9929.05,1280.0,stat_gov_kz_real
2010,Костанайская область,Ячмень,Сарыкольский,6200.0,4914.6,800.0,stat_gov_kz_real
2011,Костанайская область,Ячмень,Сарыкольский,9400.0,17750.800000000003,1889.9999999999998,stat_gov_kz_real
2012,Костанайская область,Ячмень,Сарыкольский,12706.0,6304.408,496.18,stat_gov_kz_real
2013,Костанайская область,Ячмень,Сарыкольский,11172.7,12799.319000000001,1145.59,stat_gov_kz_real
2014,Костанайская область,Ячмень,Сарыкольский,12786.9,18335.584000000003,1456.72,stat_gov_kz_real
2015,Костанайская область,Ячмень,Сарыкольский,24003.6,41183.20999999999,1715.71,stat_gov_kz_real
2016,Костанайская область,Ячмень,Сарыкольский,16232.800000000001,25174.600000000002,1550.85,stat_gov_kz_real
2017,Костанайская область,Ячмень,Сарыкольский,17700.0,30203.9,1707.1000000000001,stat_gov_kz_real
2018,Костанайская область,Ячмень,Сарыкольский,33203.7,56442.9,1699.8999999999999,stat_gov_kz_real
2019,Костанайская область,Ячмень,Сарыкольский,44464.4,52915.2,1190.0,stat_gov_kz_real
2020,Костанайская область,Ячмень,Сарыкольский,34980.3,43442.5,1241.91,stat_gov_kz_real
2021,Костанайская область,Ячмень,Сарыкольский,15692.9,13798.0,880.0000000000001,stat_gov_kz_real
2022,Костанайская область,Ячмень,Сарыкольский,22004.1,50104.53,2280.0,stat_gov_kz_real
2023,Костанайская область,Ячмень,Сарыкольский,25239.8,38413.52,1570.0,stat_gov_kz_real
2024,Костанайская область,Ячмень,Сарыкольский,21517.9,43185.69,2010.0000000000002,stat_gov_kz_real
2025,Костанайская область,Ячмень,Сарыкольский,21563.7,40169.63,1860.0000000000002,stat_gov_kz_real
1991,Костанайская область,Подсолнечник,Узункольский,1900.0,240.0,130.0,stat_gov_kz_real
1992,Костанайская область,Подсолнечник,Узункольский,2900.0,139.99999999999997,50.0,stat_gov_kz_real
1993,Костанайская область,Подсолнечник,Узункольский,800.0,100.0,120.0,stat_gov_kz_real
1994,Костанайская область,Подсолнечник,Узункольский,1500.0,150.0,100.0,stat_gov_kz_real
1995,Костанайская область,Подсолнечник,Узункольский,2700.0,310.0,120.0,stat_gov_kz_real
1996,Костанайская область,Подсолнечник,Узункольский,1500.0,139.99999999999997,140.0,stat_gov_kz_real
1997,Костанайская область,Подсолнечник,Узункольский,1400.0,69.99999999999999,50.0,stat_gov_kz_real
1998,Костанайская область,Подсолнечник,Узункольский,300.0,60.0,200.0,stat_gov_kz_real
1999,Костанайская область,Подсолнечник,Узункольский,700.0,229.99999999999997,330.0,stat_gov_kz_real
2000,Костанайская область,Подсолнечник,Узункольский,1000.0,90.0,229.99999999999997,stat_gov_kz_real
2001,Костанайская область,Подсолнечник,Узункольский,100.0,10.0,90.0,stat_gov_kz_real
2002,Костанайская область,Подсолнечник,Узункольский,100.0,,250.0,stat_gov_kz_real
2003,Костанайская область,Подсолнечник,Узункольский,300.0,100.0,400.0,stat_gov_kz_real
2005,Костанайская область,Подсолнечник,Узункольский,100.0,30.0,350.0,stat_gov_kz_real
2006,Костанайская область,Подсолнечник,Узункольский,1500.0,730.0,490.00000000000006,stat_gov_kz_real
2007,Костанайская область,Подсолнечник,Узункольский,800.0,930.0,1170.0,stat_gov_kz_real
2008,Костанайская область,Подсолнечник,Узункольский,1700.0,1010.0,640.0,stat_gov_kz_real
2009,Костанайская область,Подсолнечник,Узункольский,1700.0,590.0000000000001,340.0,stat_gov_kz_real
2010,Костанайская область,Подсолнечник,Узункольский,1400.0,500.0,420.0,stat_gov_kz_real
2011,Костанайская область,Подсолнечник,Узункольский,500.0,400.0,800.79,stat_gov_kz_real
2012,Костанайская область,Подсолнечник,Узункольский,600.0,360.0,740.0,stat_gov_kz_real
2013,Костанайская область,Подсолнечник,Узункольский,2300.0,1210.0,540.23,stat_gov_kz_real
2014,Костанайская область,Подсолнечник,Узункольский,3500.0,800.0,650.0,stat_gov_kz_real
2015,Костанайская область,Подсолнечник,Узункольский,2700.0,2010.0000000000002,749.83,stat_gov_kz_real
2016,Костанайская область,Подсолнечник,Узункольский,3162.0,2989.2,945.35,stat_gov_kz_real
2017,Костанайская область,Подсолнечник,Узункольский,3400.0,3500.0,1040.0,stat_gov_kz_real
2018,Костанайская область,Подсолнечник,Узункольский,2500.0,2020.0,799.8199999999999,stat_gov_kz_real
2019,Костанайская область,Подсолнечник,Узункольский,3900.0,2920.0,742.4699999999999,stat_gov_kz_real
2020,Костанайская область,Подсолнечник,Узункольский,3100.0,2230.0,710.0,stat_gov_kz_real
2021,Костанайская область,Подсолнечник,Узункольский,5100.0,4870.0,950.0,stat_gov_kz_real
2022,Костанайская область,Подсолнечник,Узункольский,14400.0,17290.0,1200.0,stat_gov_kz_real
2023,Костанайская область,Подсолнечник,Узункольский,16000.4,19233.28,1200.0,stat_gov_kz_real
2024,Костанайская область,Подсолнечник,Узункольский,10925.0,15803.720000000001,1450.0,stat_gov_kz_real
2025,Костанайская область,Подсолнечник,Узункольский,14930.0,27625.9,1850.0,stat_gov_kz_real
1990,Костанайская область,Пшеница,Узункольский,162400.0,242670.0,1490.0,stat_gov_kz_real
1991,Костанайская область,Пшеница,Узункольский,170900.0,71910.0,420.0,stat_gov_kz_real
1992,Костанайская область,Пшеница,Узункольский,177000.0,215480.00000000003,1220.0,stat_gov_kz_real
1993,Костанайская область,Пшеница,Узункольский,149400.0,105220.0,700.0,stat_gov_kz_real
1994,Костанайская область,Пшеница,Узункольский,151400.0,124179.99999999999,819.9999999999999,stat_gov_kz_real
1995,Костанайская область,Пшеница,Узункольский,167600.0,98800.0,590.0,stat_gov_kz_real
1996,Костанайская область,Пшеница,Узункольский,160900.0,106690.00000000001,660.0,stat_gov_kz_real
1997,Костанайская область,Пшеница,Узункольский,155700.0,167100.0,1070.0,stat_gov_kz_real
1998,Костанайская область,Пшеница,Узункольский,152100.0,73350.0,660.0,stat_gov_kz_real
1999,Костанайская область,Пшеница,Узункольский,154000.0,224619.99999999997,1460.0,stat_gov_kz_real
2000,Костанайская область,Пшеница,Узункольский,173500.0,213330.0,1190.0,stat_gov_kz_real
2001,Костанайская область,Пшеница,Узункольский,163200.0,215780.00000000003,1320.0,stat_gov_kz_real
2002,Костанайская область,Пшеница,Узункольский,186400.0,249910.0,1390.0,stat_gov_kz_real
2003,Костанайская область,Пшеница,Узункольский,176100.0,189850.0,1080.0,stat_gov_kz_real
2004,Костанайская область,Пшеница,Узункольский,164400.0,142060.0,860.0,stat_gov_kz_real
2005,Костанайская область,Пшеница,Узункольский,191400.0,215730.00000000003,1130.0,stat_gov_kz_real
2006,Костанайская область,Пшеница,Узункольский,197800.0,309340.00000000006,1570.0,stat_gov_kz_real
2007,Костанайская область,Пшеница,Узункольский,217300.0,373810.0,1730.0,stat_gov_kz_real
2008,Костанайская область,Пшеница,Узункольский,235700.0,335210.0,1420.0,stat_gov_kz_real
2009,Костанайская область,Пшеница,Узункольский,271400.0,411539.99999999994,1540.0,stat_gov_kz_real
2010,Костанайская область,Пшеница,Узункольский,260000.0,195220.0,790.0,stat_gov_kz_real
2011,Костанайская область,Пшеница,Узункольский,278600.0,574710.0,2060.0,stat_gov_kz_real
2012,Костанайская область,Пшеница,Узункольский,284800.0,244369.99999999997,919.9999999999999,stat_gov_kz_real
2013,Костанайская область,Пшеница,Узункольский,291800.0,314100.0,1076.54,stat_gov_kz_real
2014,Костанайская область,Пшеница,Узункольский,277100.0,199829.99999999997,855.25,stat_gov_kz_real
2015,Костанайская область,Пшеница,Узункольский,230700.0,313300.0,1358.25,stat_gov_kz_real
2016,Костанайская область,Пшеница,Узункольский,260857.00000000003,276952.31,1061.7,stat_gov_kz_real
2017,Костанайская область,Пшеница,Узункольский,263400.0,318260.0,1210.0,stat_gov_kz_real
2018,Костанайская область,Пшеница,Узункольский,230600.0,328460.0,1440.97,stat_gov_kz_real
2019,Костанайская область,Пшеница,Узункольский,172600.0,210660.0,1220.51,stat_gov_kz_real
2020,Костанайская область,Пшеница,Узункольский,194900.0,225000.0,1150.0,stat_gov_kz_real
2021,Костанайская область,Пшеница,Узункольский,205800.0,241240.0,1180.0,stat_gov_kz_real
2022,Костанайская область,Пшеница,Узункольский,194900.0,358060.0,1880.0,stat_gov_kz_real
2023,Костанайская область,Пшеница,Узункольский,219055.7,292688.73,1340.0,stat_gov_kz_real
2024,Костанайская область,Пшеница,Узункольский,220192.98,395716.77999999997,1800.0,stat_gov_kz_real
2025,Костанайская область,Пшеница,Узункольский,190804.82,434794.2099999999,2280.0,stat_gov_kz_real
1990,Костанайская область,Ячмень,Узункольский,103400.0,161590.0,1560.0,stat_gov_kz_real
1991,Костанайская область,Ячмень,Узункольский,80100.0,31000.0,390.0,stat_gov_kz_real
1992,Костанайская область,Ячмень,Узункольский,60400.0,83860.0,1390.0,stat_gov_kz_real
1993,Костанайская область,Ячмень,Узункольский,109800.0,73880.0,670.0,stat_gov_kz_real
1994,Костанайская область,Ячмень,Узункольский,73300.0,73290.0,1000.0,stat_gov_kz_real
1995,Костанайская область,Ячмень,Узункольский,70000.0,26480.0,380.0,stat_gov_kz_real
1996,Костанайская область,Ячмень,Узункольский,45300.0,59100.0,1300.0,stat_gov_kz_real
